did,handle,display_name,description,followers_count,follows_count,posts_count,created_at,indexed_at
did:plc:kmpz6eitzzg2opoyd76ed5xr,lenildaluna.bsky.social,Lenilda Luna,"Jornalista
Militante da 🆙️",37,23,7,2024-04-12T00:01:02.684Z,2024-05-29T13:44:44.053Z
