did,handle,display_name,description,followers_count,follows_count,posts_count,created_at,indexed_at
did:plc:rdp4e6uyn56sjm3krykz7chm,tabatasp.bsky.social,Tabata Amaral 40,"📣 Candidata à Prefeitura de São Paulo
🇧🇷 Deputada Federal reeleita com 337.873 votos
👊 SP vai cuidar de quem precisa e recompensar quem batalha ",9255,9,71,2024-08-31T02:17:58.401Z,2024-09-02T22:16:43.801Z
