reply_uri,reply_cid,original_post_uri,original_post_text,original_post_author_handle,reply_text,reply_created_at,reply_reply_count,reply_repost_count,reply_like_count,reply_indexed_at,reply_author_handle,reply_author_display_name,reply_author_did
at://did:plc:e4t55vltvbpvrphphwcq5r44/app.bsky.feed.post/3kveepclzrq2f,bafyreiba3udet6fhnm74lexnotrws7u5p2aekerfm474ifmnuysn7vlo54,at://did:plc:3zb6cejpu3xtpvgk4q5vsvzh/app.bsky.feed.post/3kvecgxvyjx2p,"☕ O Café PT desta quarta-feira (19) conversa com a Secretária Nacional de Mulheres do PT, @annemouraam.bsky.social, sobre violência política contra mulheres e incentivo da participação feminina nas eleições 2024.",pt.org.br,Sim 👍,2024-06-20T13:55:22.407Z,0,0,0,2024-06-20T13:55:22.407Z,roberto1501.bsky.social,Roberto Peres ,did:plc:e4t55vltvbpvrphphwcq5r44
at://did:plc:3zb6cejpu3xtpvgk4q5vsvzh/app.bsky.feed.post/3kvechveern2p,bafyreic4foqq2r36dnoeahjpi3mfhy74h6y7775ruqfc3wel7azkrbvvbq,at://did:plc:3zb6cejpu3xtpvgk4q5vsvzh/app.bsky.feed.post/3kvecgxvyjx2p,"☕ O Café PT desta quarta-feira (19) conversa com a Secretária Nacional de Mulheres do PT, @annemouraam.bsky.social, sobre violência política contra mulheres e incentivo da participação feminina nas eleições 2024.",pt.org.br,"
""A gente só muda a política com mais mulheres participando. E, nos Governos do PT, a mulher sempre foi prioridade""

📲 Assista na TvPT, todos os dias da semana às 9h: www.youtube.com/watch?v=3Zez...

🔗 Leia: bit.ly/4exiKRM",2024-06-20T13:15:25.969Z,1,1,10,2024-06-20T13:15:25.969Z,pt.org.br,PT Brasil,did:plc:3zb6cejpu3xtpvgk4q5vsvzh
