did,handle,display_name,description,followers_count,follows_count,posts_count,created_at,indexed_at
did:plc:agqlly3ozuluq2dbmy47c2x3,adrianaaccorsi.bsky.social,Delegada Adriana Accorsi,"Sou Delegada, Deputada Federal, Vice-líder do PT na Câmara Federal e Candidata a Prefeitura de Goiânia, pra cuidar da nossa gente💟",3427,28,13,2024-04-12T23:38:52.049Z,2024-09-04T23:43:48.035Z
