did,handle,display_name,description,followers_count,follows_count,posts_count,created_at,indexed_at
did:plc:jr7gdhmwpz6dvnd4oabnmk6g,luanapsol.bsky.social,Luana Alves 50500,"✊🏾 Vote Luana 50500 vereadora de São Paulo
☀️ PSOL
🏥 Trabalhadora da saúde
💪🏾🏳️‍🌈",1266,84,49,2023-07-06T15:24:45.911Z,2024-09-04T17:41:21.435Z
