did,handle,display_name,description,followers_count,follows_count,posts_count,created_at,indexed_at
did:plc:mxp33ep3bi54odnx7wmqjjaa,iza-lourenca.bsky.social,Iza Lourença 50099,"Sou vereadora de BH candidata à reeleição pelo PSOL 🌻
50099 é seu voto de CORAGEM 🐆💕
Mãe da Ana Victória 👩‍👦
Bissexual 🌈

Conheça minha trajetória e minhas propostas: https://izalourenca50099.com.br/

Outros links úteis: https://linktr.ee/izalourenca",1903,104,113,2024-09-02T14:18:14.500Z,2024-09-06T13:27:08.316Z
