did,handle,display_name,description,followers_count,follows_count,posts_count,created_at,indexed_at
did:plc:v4jxrakrhb3slb4ofrltd6sy,monicacunhario.bsky.social,Monica Cunha - 5️⃣0️⃣0️⃣0️⃣7️⃣,"Vereadora pelo PSOL/RJ
Co-fundadora do Movimento Moleque, Presidenta da Comissão de Combate ao Racismo na Câmara Rio.

Me segue na outra rede: Instagram.com/monicacunhario",1675,122,326,2024-09-02T15:09:04.612Z,2024-10-08T15:47:17.409Z
