did,handle,display_name,description,followers_count,follows_count,posts_count,created_at,indexed_at
did:plc:34sugtlnpuxx2e2asq7vmq53,mariadorosario.bsky.social,Maria do Rosário,"Maria 13 🌻 É tempo de esperança! 
É tempo de união e reconstrução!",9549,32,139,2024-04-10T20:23:35.268Z,2024-08-16T03:10:59.786Z
