did,handle,display_name,description,followers_count,follows_count,posts_count,created_at,indexed_at
did:plc:oaqqiq6ij4ndzvmhv3ozlsen,amandapaschoal.bsky.social,𝗔𝗠𝗔𝗡𝗗𝗔 𝗣𝗔𝗦𝗖𝗛𝗢𝗔𝗟 🏳️‍⚧️ 𝟱𝟬𝟳𝟬𝟬,"Candidata a vereadora da Erika Hilton em São Paulo ✨
🏳️‍⚧️ Ativista, educadora popular e ambientalista
Vote 50.700 e vamos TRANSformar SP!
",14396,46,1157,2024-08-30T22:14:07.497Z,2024-09-13T00:41:52.717Z
