did,handle,display_name,description,followers_count,follows_count,posts_count,created_at,indexed_at
did:plc:apizz2flssfr2tunsnixydbd,carlaayres.bsky.social,Carla Ayres,"⭐️Vereadora reeleita com 5.743 votos em Florianópolis 
🇧🇷Deputada Federal | PT-SC 
👩🏻‍💻Cientista Social e Política |📚ADM Pública",1657,246,157,2024-04-10T19:22:33.678Z,2024-10-08T13:14:15.805Z
