uri,cid,text,created_at,reply_count,repost_count,like_count,author_handle,author_display_name,author_avatar,author_did
at://did:plc:3dlzzuqmug2wuwq37bwik6wg/app.bsky.feed.post/3l5fcm63rvx2i,bafyreiehdyug6pu5jmkf5ikpridtrdeleyqvn6g4od6wd6rmuae7li6hqy,"youtu.be/bRXUZzVwgk8?...

@pedrosolidus.bsky.social 

@mariadorosario.bsky.social 
@paulopimenta.net 
@lula.com.br 
@marinasilva.bsky.social 
@demori.bsky.social 
@lucianagenro.bsky.social 
@pt.org.br 
@psol50.org.br",2024-09-30T18:12:01.732Z,0,0,0,isabel-oliveira.bsky.social,Isabel ,https://cdn.bsky.app/img/avatar/plain/did:plc:3dlzzuqmug2wuwq37bwik6wg/bafkreied2akmlgyth6lsyrltzbfvqufhowecbxasu6u4ljbqcd5dssfjsq@jpeg,did:plc:3dlzzuqmug2wuwq37bwik6wg
at://did:plc:tb7h3hjsmk3mkpi2ey7p2no3/app.bsky.feed.post/3l5enmkcyie22,bafyreihah57fexnvwg2ugtfmzffuqr7ug7qh5esaxpkxxb5zxvlnrf7xnm,"Rio Grande Do Sul
  Porto Alegre 

@mariadorosario.bsky.social 
#voteMaria13
#vote13
#VoteTimeDoLula

@apostasmatam.bsky.social 
@pt.org.br

#vote13
#LulaTimeDeLuta  
São Paulo SP
#voteBoulos
#Boulos50

vote13.pt.org.br",2024-09-30T11:56:26.568Z,0,2,14,chrisnasuecia.bsky.social,chrisnasuécia🚩🇵🇸🇾🇪,https://cdn.bsky.app/img/avatar/plain/did:plc:tb7h3hjsmk3mkpi2ey7p2no3/bafkreie27wybrjexqqciddhbaen6h47ixgrp6325ezwbhclqszejf7s7xm@jpeg,did:plc:tb7h3hjsmk3mkpi2ey7p2no3
at://did:plc:5jmtfiky62cyrro3hwc3vhly/app.bsky.feed.post/3l5dxhzhp7a2r,bafyreiduygdlztukfwxlwrfn22yx6o3i7snzedcqekrqb37i5a3nemp7we,"SIMBORA !!!

Faltam apenas 6 dias para as eleitoras e os eleitores de PORTO ALEGRE (RS) elegerem MARIA DO ROSÅRIO 13 PREFEITA
( @mariadorosario.bsky.social )

VOTE NAS CANDIDATAS E NOS CANDIDATOS DO PT ( @pt.org.br ) PARA VEREADOR !!!",2024-09-30T05:17:45.576Z,0,0,0,luciahmachiolli.bsky.social,   ,https://cdn.bsky.app/img/avatar/plain/did:plc:5jmtfiky62cyrro3hwc3vhly/bafkreibittui4bkzkayncubhwalrbtcedngs6uxhfbcfjhdimxkxtwi26u@jpeg,did:plc:5jmtfiky62cyrro3hwc3vhly
at://did:plc:5s5r4oa6lgis6zsxnf3ldhod/app.bsky.feed.post/3l5dx7ovvkn2t,bafyreig72sdbpkhlrdu7gekwyktdqinyarh6hhd6du6mweqgtx6nvweyle,"A candidata da ESQUERDA para prefeitura de Porto Alegre é MARIA DO ROSÁRIO! Não se deixem enganar!
@mariadorosario.bsky.social",2024-09-30T05:15:33.405Z,2,2,10,debfs.bsky.social,Débora F.S,https://cdn.bsky.app/img/avatar/plain/did:plc:5s5r4oa6lgis6zsxnf3ldhod/bafkreigcuotfnww67fzaz7535owixham2poehsdzi6nta5yck5ypthc44u@jpeg,did:plc:5s5r4oa6lgis6zsxnf3ldhod
at://did:plc:ztes4jybid5sootjqsqc43hg/app.bsky.feed.post/3l5dlofoev427,bafyreig4jqzlykctvj5divt5r3st6wwkfhyyhakfjpjwderxpvdtg2hcza,"pt.wikipedia.org/wiki/Maria_d...
Porto Alegre:
PREFEITA  MARIA DO ROSÁRIO @mariadorosario.bsky.social 

VEREADORES:
Adeli Sell   
Oliboni 13580 
Any Moraes 13913",2024-09-30T01:49:01.560Z,0,0,0,laud1r.bsky.social,nLaud R,https://cdn.bsky.app/img/avatar/plain/did:plc:ztes4jybid5sootjqsqc43hg/bafkreieedmcthglv2dvmhzuyicwherslaiahedmbluyievhhjjbu6y24r4@jpeg,did:plc:ztes4jybid5sootjqsqc43hg
at://did:plc:iofa7ne4wffkfjbzre3vrhuf/app.bsky.feed.post/3l5dhjazkw42f,bafyreieepsplapftxquvtt5glaebpkcefl22spwywcmzic6wcuujtzp7ne,@mariadorosario.bsky.social,2024-09-30T00:34:32.431Z,0,0,0,rotta.bsky.social,Arthur ,https://cdn.bsky.app/img/avatar/plain/did:plc:iofa7ne4wffkfjbzre3vrhuf/bafkreiaodw43chmj6iz3sx5ntvfrqfvmyb4tvg3cvrxcxvddy5cxqz3epi@jpeg,did:plc:iofa7ne4wffkfjbzre3vrhuf
at://did:plc:qy477gj3f5zefdjzegez4hcq/app.bsky.feed.post/3l5df3xuvrn2k,bafyreicor5otjz6jn27q7ow7sp5r5rwilr5y7xknoli65i5z7acko664my,"Boa Noite querido presidente Lula!
Meu voto, aqui em POA será:
@mariadorosario.bsky.social 
  13 Prefeita
Juliana de Souza 13300 Vereadora
🙆‍♀️🙋‍♀️❗🚩🚩",2024-09-29T23:55:29.900Z,0,1,9,saccilottoleal.bsky.social,VeraLuciaSLeal🚩,https://cdn.bsky.app/img/avatar/plain/did:plc:qy477gj3f5zefdjzegez4hcq/bafkreiejwbxiszrhsi66c57ltmcvrmqwdd7bjpein6bvxgb3clvz72lume@jpeg,did:plc:qy477gj3f5zefdjzegez4hcq
at://did:plc:qy477gj3f5zefdjzegez4hcq/app.bsky.feed.post/3l5dezqjaef2s,bafyreih2up3fjy5nvonrazanytqvp4uqhdeky4k73rrna6vycckm75urj4,"Boa Noite querido presidente Lula!
Meu voto, aqui em POA será:
@mariadorosario.bsky.social  13 Prefeita
Juliana de Souza 13300 Vereadora
🙆‍♀️🙋‍♀️❗🚩🚩",2024-09-29T23:54:15.053Z,0,0,1,saccilottoleal.bsky.social,VeraLuciaSLeal🚩,https://cdn.bsky.app/img/avatar/plain/did:plc:qy477gj3f5zefdjzegez4hcq/bafkreiejwbxiszrhsi66c57ltmcvrmqwdd7bjpein6bvxgb3clvz72lume@jpeg,did:plc:qy477gj3f5zefdjzegez4hcq
at://did:plc:psmxk5spu6437a3jgjzlsr5d/app.bsky.feed.post/3l5d6zrfyw22l,bafyreibrr45vqb6xmkar5x4fpq4bkge4q627o64gwpzqonc4sdqm2pbjqy,"Porto Alegre, Maria do Rosário e para vereador, Paulo Brack ,ambientalista 50222. Ele não promete ele já faz pelo meio ambiente há bastante tempo @mariadorosario.bsky.social",2024-09-29T22:02:44.279Z,0,0,0,elianeveggie.bsky.social,Eliane Carmanim Lima ,https://cdn.bsky.app/img/avatar/plain/did:plc:psmxk5spu6437a3jgjzlsr5d/bafkreieslhjkf4fboxlrddcuz7viqsjoqvb2k64h5p2335q35knfoo4mfe@jpeg,did:plc:psmxk5spu6437a3jgjzlsr5d
at://did:plc:zxrxjo44qv5hkswmtg4vobos/app.bsky.feed.post/3l5cz5czhhw2r,bafyreih5kxnkz56627olpgtxkqdugrxx22fovqjvgi6qex3y4fu6msih34,Porto Alegre é @mariadorosario.bsky.social !,2024-09-29T20:15:41.608Z,0,0,6,ctcamarada.bsky.social,C_T_Camarada☭🚩🦑,https://cdn.bsky.app/img/avatar/plain/did:plc:zxrxjo44qv5hkswmtg4vobos/bafkreifev7xo73ds26c6ha4zb34cylukjwdolxyqec4vxx36qk5ilfm47y@jpeg,did:plc:zxrxjo44qv5hkswmtg4vobos
