did,handle,display_name,description,followers_count,follows_count,posts_count,created_at,indexed_at
did:plc:mlmrbzflfuj3ezqobqnbqm4d,cidafalabella.bsky.social,Cida Falabella ,"🗳️vereadora reeleita em BH pelo PSOL☀️
💜artista de teatro, professora e feminista
👵60+, avó e mãe 
cidafalabella.com.br",3097,1799,361,2023-07-01T18:32:36.341Z,2024-10-08T04:55:18.807Z
