did,handle,display_name,description,followers_count,follows_count,posts_count,created_at,indexed_at
did:plc:7r7cvd43bkxya44vj25mzcno,bellagoncalves.com.br,Bella Gonçalves,"🔺Deputada estadual de Minas Gerais
✨ Candidata a Vice-Prefeita por BH - 13
🏙️ Lutadora pelo Direito à Cidade
🌈 Lésbica
🤓 Cientista Política",1863,33,27,2024-09-03T19:41:25.803Z,2024-09-05T14:04:24.837Z
