did,handle,display_name,description,followers_count,follows_count,posts_count,created_at,indexed_at
did:plc:p6b4faz7zs56d2gx4euxsln2,daniportelapsol.bsky.social,Dani Portela,"🌻 Dani Portela Prefeita 50 🔆 Deputada Estadual - PE 👊🏾 Mulher Negra e Mãe 💪🏾 Feminista, Advogada popular e professora",82,5,18,2024-09-02T20:04:42.500Z,2024-09-04T21:22:57.131Z
