did,handle,display_name,description,followers_count,follows_count,posts_count,created_at,indexed_at
did:plc:sh5evn3ztdenpowmuqhsz4be,profsoniameire.bsky.social,Professora Sonia Meire,"Mãe, avó, amiga, camarada. Feminista antirracista, Professora. Vereadora de Aracaju pelo PSOL e candidata a Reeleição🌻💜",13,4,16,2024-09-06T20:21:27.523Z,2024-09-09T19:28:03.124Z
