did,handle,display_name,description,followers_count,follows_count,posts_count,created_at,indexed_at
did:plc:zhb7sulsdplha6iibmay6735,tatiroque.bsky.social,Tatiana Roque,"Candidata a vereadora do Rio pelo PSB
Ex-Secretária de Ciência e Tecnologia do Rio",1691,91,30,2023-04-26T21:27:52.537Z,2024-09-03T10:00:21.701Z
